Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
0-20,Qum,27.9540587026679,1.64756179553127,8.11609883258002,3.79517682068557,14.7494670368656,11.9948676614041,111.759975188023,0.463955839251081,120.007157284703,10.2813250828813,29.18731750085,18.7584960337904,0.490639453784039,69.3318618284336,13.5604385079324,557702,Paxta
0-20,Loy,33.1804283583329,1.19227758783402,6.69682327511422,1.49319449148713,145.206904556016,85.6737637714446,261.645963301442,2.40887907001434,156.298125286943,38.9616226301574,50.7929119367779,190.359923778211,1.93257818872917,194.557762195566,24.0975195580449,80795539,Makkajo'xori
20-40,Loy,31.4715800309739,1.32065260643667,7.22886358698955,3.50714401812384,24.7275664996081,16.6877655350731,115.77331342653,1.27125991355328,150.49912551574,11.18792560048,31.611565491911,,0.509524277859545,103.641383353767,6.30204021074321,6391622,Paxta
20-40,Qumoq,28.1131399914058,1.33458678991716,7.47246075704311,1.56127174237564,15.6328107830021,10.5236569631257,152.603723610945,0.944092408832011,162.404399211261,17.8257766890135,56.0297360558986,100.324003919214,1.19689539769633,161.439044078851,21.8960035739685,41721344,Bug'doy
20-40,Qumoq,23.9421819743023,1.3374969593636,6.09442864653844,1.30906826148922,124.748221742904,47.0572689939707,264.219841193639,2.71672594115086,122.633436288316,29.7045573017097,27.5046927407207,161.503314335391,0.988599384937321,147.341199672849,12.5403121518165,2038280,Kartoshka
0-20,Qumoq,28.4877017492344,1.23271797985023,6.34519124686415,1.29044536970026,185.623258596738,96.40292610251,206.262226082043,3.40994887082865,184.420655891045,34.5670720373579,29.5211023845504,125.245675324911,1.01075930803408,173.523163234194,10.1675387620958,32270573,Kartoshka
20-40,Qumoq,24.0424964162607,1.26308795485555,6.47391076730132,0.935712417686168,129.409924327874,53.5790441602693,262.737932045061,2.1665801238926,118.004617130809,25.6279341455794,24.8294067172069,85.633162106545,0.791257386213185,119.283883983971,12.4769633358614,66388931,Kartoshka
0-20,Gill,33.3750126289886,1.22083318955301,6.42469125044368,1.43407344526885,158.227370639859,60.0537944956308,240.225851424518,2.44494909040871,126.178385638325,39.3023908157565,76.011652289596,114.051243180872,1.37533112318793,239.835144236674,19.0056476857944,120398305,Makkajo'xori
20-40,Qum,25.8521382269077,1.39830824861703,6.64369990667469,1.37256047502499,105.037683260088,72.4749531868178,194.060017637486,1.1759321817015,155.366487241202,16.0357222295518,28.5912404721824,98.4256639749398,0.563537946620446,61.3856674383699,8.49638559612016,36546482,Qalampir
40-60,Qumoq,22.9391433761983,1.38946916859005,6.87069098602203,1.28016907736043,128.024650048027,26.9026780958051,155.76415224604,0.661269832756065,40.4061441561149,12.7655254462125,3.21136013826014,8.52500628768853,0.682730798089379,18.8001552581543,1.83050248072415,53079,Sabzi
0-20,Loy,27.3150495020344,1.51811132300119,8.3556886073008,3.34708055396803,14.7246717196273,12.1752867036629,105.507794140425,0.63554428496793,139.997674507351,7.49748877069985,14.7818701613482,86.7988318030956,0.506680852853605,,6.36707533450319,30168,Paxta
20-40,Qum,32.3816732664343,1.34926111832552,7.80326456652868,2.37463213863743,22.5363343592032,16.6721752357999,120.963085468566,1.26329479701155,169.56387140533,11.1966968428791,33.7330471877917,101.307925255579,0.592311961001575,128.884942080205,10.7216598744821,1165524,Paxta
0-20,Qumoq,18.6769916525237,1.4265424349649,6.61586084955661,2.03418099582648,131.897504487615,13.3635827312968,93.5338161436275,0.879306725291699,60.3573358420351,14.3585773471852,1.13336124523692,8.66544523533736,0.680316916077942,10.8300617493106,1.21945653555561,397028,Sabzi
40-60,Loy,20.1765958291393,1.48963730299823,6.22849589908056,1.41380423783651,95.1119840123913,74.3783365887341,189.565069247056,1.00855168478697,146.198925271974,18.5558464016853,38.710511356118,83.2909367061738,0.719631920385247,79.5499014241592,4.46961830509235,1149988,Qalampir
20-40,Loy,27.7623976229221,1.35514046142843,7.80979784680224,1.20361202457658,19.8602301020968,13.6182218558014,104.423089845906,1.04390717956566,222.099829671238,11.7256581448974,42.8389233141932,236.339938944562,0.602721129961449,204.090732920927,15.378066334625,2673783,Bug'doy
40-60,Gill,22.3204893410186,1.34524572950351,6.17134844698545,1.04239304088398,99.5425422472297,32.1712704363987,170.727771493555,2.48759848500025,106.357475852229,19.2810677376257,36.1990315790676,90.2481499097674,0.667789876147012,155.515981301325,,123424,Kartoshka
40-60,Gill,28.0356818285656,1.53310178524974,7.33883783550679,3.13598036774563,16.3149575857425,12.2031531747888,124.059351373206,1.20548195891124,114.874014749213,14.2927715272969,28.6010993206913,58.6709138964145,0.59302310660908,157.405870885307,9.64077811512733,270790,Paxta
0-20,Qumoq,26.2822096299787,,6.6318204650769,2.94236048108853,26.7625552015907,24.4785471240478,149.294653670308,1.25237556769579,127.997523389437,14.8252880154634,40.2221412144449,112.811289409232,0.880345462125439,161.924731220043,13.963363084741,37245443,Paxta
20-40,Qumoq,22.9789726577284,1.11867581298168,6.61477170297481,1.51255901179559,160.567853297896,32.5451653647435,141.838913072232,0.962617814750983,66.5679768654423,22.276531987833,2.4684825848167,13.6319809257576,0.589171078503649,21.4830104464068,2.40218643313073,795191,Sabzi
0-20,Loy,21.5646717553752,1.55016803977292,6.50277578427031,1.53377148020409,55.240506537898,42.6080622084354,88.3610159518578,1.03390702764918,69.4720147899633,9.00029729324361,33.4519200680242,58.2637333812386,0.476554725495174,73.5240084721613,11.255217644695,244896,Loviya
0-20,Qumoq,27.7155184348432,1.10656131761942,6.46866048778067,1.08512472970261,175.061105113594,92.7161088262464,193.407015484987,3.99313370076405,136.585738484236,34.3045927521596,36.3181315992533,142.604062357504,1.14475525597107,150.728153801019,19.0776559736845,199232218,Kartoshka
0-20,Yengil qum,21.9972878818156,1.48947216384114,6.86998445323556,1.81299031143282,125.937838305118,27.2293319179192,75.0479190453278,0.575122126204549,32.3731305100903,14.2154261879609,2.47081370287432,13.7400445656456,0.348319207903651,13.3394038017897,1.10307581943344,29076,Sabzi
20-40,Loy,32.5974875090501,1.31270385738789,7.42921597570134,2.65552309121282,19.6971189927755,18.8957530274182,109.863144769357,1.30381198734358,119.002635856342,13.2547974151104,28.7578738616524,77.5267010392875,0.608837574163124,105.976019624035,12.4430704816968,73731885,Paxta
20-40,Loy,22.3761674641661,1.36081108907144,6.13025404060711,,67.5952753060299,48.1563840076758,,1.19922263666063,108.749062922473,11.337485141393,25.6112733835391,100.994188743643,0.596981792342803,153.873036912491,8.47405343139826,46842133,Loviya
20-40,Yengil qum,26.7723412646954,1.33752807273086,5.97274534875802,1.17376629602782,138.74790749872,49.6718845904658,208.810782045241,3.06084927147769,129.643558165782,20.3088571051123,38.2072256124399,124.102465659768,1.03967504618471,141.784157587346,13.0763907779984,26280298,Kartoshka
40-60,Loy,22.0517705886428,1.47148222931639,6.80457193215829,1.98014865174649,56.2540166778263,52.9504224449354,114.698947595573,1.39179596474325,114.885171653577,12.0219901310366,22.8788271887897,60.257037431786,0.452837525289495,76.5888420263931,12.5478265348221,3713802,Loviya
40-60,Loy,22.2712738534827,1.34612455576569,6.31830987463776,1.22420279626945,76.2408088927876,42.3640900305555,133.294870691476,1.22627529532491,124.943438627237,12.8383009398362,31.0866128812434,42.0033344207063,0.67630488802726,60.1648198672717,,1206965,Loviya
20-40,Qumoq,28.2609088982388,1.29314926538953,7.15763616105158,1.15885991314469,178.719607374096,67.0004437016381,215.32817084224,2.63271990909347,120.694069366948,20.0089720751786,28.106244561738,152.480214303518,1.77636149947547,142.380718595711,12.7028132499852,23290045,Makkajo'xori
0-20,Yengil qum,27.6057381090028,1.27472191686521,6.34890827936879,1.70262067639684,85.8532565974366,61.21036212395,155.385169025278,1.79278421936698,198.321976753026,19.8074138910486,45.9571286460766,108.795788372353,0.83967892683411,155.415484620804,8.80919172433681,43865026,Loviya
40-60,Loy,25.3699502393477,1.40434470890165,7.40314113081299,1.39741945967723,114.945605422539,53.9655729234513,199.530767137913,2.24693603956738,151.551582157898,25.9934137254302,33.6562155336328,149.446883320521,0.722135826682035,132.068674698143,19.8344727923879,38650502,Makkajo'xori
0-20,Loy,27.8061032289066,1.5327993854857,8.50563629169436,2.72686038707996,16.8991030278496,12.556574454352,81.130259947046,0.67284897100401,88.1666331960845,13.5778260745344,18.9420324194633,75.0132903423988,0.404891306408785,55.0953564705784,5.94485908820003,101505,Paxta
20-40,Qumoq,27.9041969648406,1.3579863696087,6.04776144871963,1.54345252604229,164.316546734158,72.2724058930845,157.301694529665,2.98619675746077,149.943163379059,29.7634339660598,25.6443007887343,160.486456861411,1.26672416415077,113.299864461037,16.7618461216831,6653772,Kartoshka
0-20,Loy,25.6112481969067,1.50973158484214,8.10143376665368,1.80678461656294,10.927448604149,3.54994057895803,60.9577065161794,0.597752656093792,159.353609270217,6.389813848307,49.1858185386682,177.206914402097,0.288845772081822,66.6376459234045,4.93474639560382,35845,Bug'doy
40-60,Loy,22.3798591934939,1.47345822632096,6.90598395325224,1.70653854098218,107.670002511879,68.9581835632752,178.650678312386,1.16693667226232,100.971986067496,22.6234073794436,29.680782665136,81.4840288916614,0.683037478546439,57.3267966398591,5.35518748398807,339642,Qalampir
40-60,Loy,29.6450678681493,1.34511598010528,7.00174969012269,1.44696903929203,114.770048996795,59.038634284983,195.038962313909,,120.694596321917,15.5541444706402,50.3833189753582,73.4463299398794,1.00856315847751,229.356486289293,11.8364601199183,15420127,Makkajo'xori
40-60,Loy,27.7831381869705,1.51684883490397,7.34687434527207,3.53341120392365,20.8877408859734,16.9033092946713,108.845834015852,1.21234104480285,141.848193877733,11.9095828114732,18.7241529481214,98.1237313546509,0.529348972386877,91.6754187009599,14.0705301846878,4732841,Paxta
0-20,Loy,24.0414549534521,1.50062264787884,8.20463789737273,1.80199267979485,5.25865495333238,7.25203869667215,62.6459031939946,0.460351115704698,138.218655950616,11.8147223683023,14.0108990072472,143.308125495781,0.912602859055023,88.8569183181229,4.07993857913229,27625,Bug'doy
20-40,Qumoq,24.7860674876397,1.22114483286901,6.37111361713775,1.4061992505412,125.027136109757,63.4014257642272,172.204322595114,1.52831014401902,107.114356777962,,20.8141433332583,86.3705296678306,0.878817798795885,85.7655938697952,9.50258654238717,91906831,Qalampir
20-40,Qumoq,28.565744817362,1.37074823335013,7.70645350301359,1.23387261932066,22.9595587743904,10.5577086692959,125.574082866862,1.15654477045102,216.90194504503,10.6021633368764,65.9786127804696,136.205035935491,0.739138874526946,143.414541790572,19.0093979592191,3115561,Bug'doy
0-20,Yengil qum,,1.23493652998653,7.17505876785944,1.63546821527084,23.8270889866267,10.0616291392716,171.693005979745,1.12261136291894,252.930816091429,18.7873725313182,65.4715978342945,236.389481984175,1.74932707797054,212.774549612996,23.5820919271515,66757645,Bug'doy
40-60,Loy,23.136852322892,1.46859373292306,6.29099474517856,1.42274858264062,73.7629843723852,44.117376818445,105.842638378597,1.19391775384564,101.985531847111,10.1670778722505,32.8004444853986,104.150652551814,0.454648424783626,115.954976551645,9.83840561320722,884102,Loviya
0-20,Loy,29.4087683878696,1.24815803612301,6.56441535613771,1.13547988760529,139.972525623508,97.2329927206567,231.161932234582,2.40622778904913,178.288486470747,29.8791477797486,31.568980144259,120.193107043684,1.7220329835051,186.518777414958,19.8268736962657,111071909,Makkajo'xori
0-20,Loy,25.2890759000459,1.44007143426934,7.09427115783726,1.30853755772352,137.757909443598,69.5564256534053,214.839599819397,2.12108593890234,113.74658476786,22.1946037767211,33.577872007627,88.4871174259195,0.213107095744781,144.72101357787,16.2405303050406,36283291,Makkajo'xori
40-60,Gill,22.6528802970369,1.46454870845454,6.6803801760158,1.36595406964804,152.467240202316,56.3294968691651,238.163442285136,2.65152700023906,84.3999298956784,28.7547192752222,31.2504525153087,122.102263837073,1.04192054003253,145.766102069713,5.97356917195554,697041,Kartoshka
0-20,Loy,20.7634220729605,1.53085006753058,6.54722950569744,1.46320776315269,116.825620833816,62.5510076951372,173.081734640615,0.818798336082656,70.1330884467047,18.8830698731384,28.0326668975343,24.7260693539913,0.429531302210768,46.9411887893199,4.1753204032044,15243,Qalampir
40-60,Loy,28.0283889809175,1.46381722955135,8.12784179349657,2.59096877994345,21.2962266423055,12.1639594486007,96.6721600364919,0.716584739887276,91.6882167580922,12.6558735618647,32.0806484220866,81.8503220532451,0.449708884928554,76.8761914440732,5.33154471563792,835629,Paxta
0-20,Qumoq,21.5620171742956,1.34588625666015,6.76773189266409,1.60111573351766,107.357966355346,53.0303396474947,166.381957064777,2.01253573392396,108.606448140458,23.5756477981561,16.9332951752368,65.4637274721605,0.478222567654739,129.569182015536,10.8660000542539,30723,Kartoshka
40-60,Loy,27.7293023929531,1.47387892843209,8.17820276967202,2.22278300014756,10.6882047791272,11.3792499181094,155.97811923731,0.689577494627591,188.377958198428,8.89734252748808,53.8483124028385,72.170311907905,1.1086821237202,94.5942433743633,6.52858112131996,4501296,Bug'doy
20-40,Loy,22.8958462200768,1.33686865099897,6.86796868385797,1.76455535157175,128.871365172926,85.6910113103262,229.36268039645,1.62250068044709,170.183262063814,24.6363727362135,29.7071425376449,107.331438294817,0.887407692172264,104.257784736426,8.59863938583867,18526896,Qalampir
40-60,Qumoq,29.922869175342,1.3840614518717,7.54296566704197,1.20993888296601,95.0927080105965,44.9125263651355,214.608036145566,2.44083339391102,143.693806158397,18.6541926187845,21.6272711561247,54.5869521493057,0.692587167024647,150.763760538907,18.5168565269201,95002194,Makkajo'xori
0-20,Qumoq,28.7260491759481,1.27168771941444,6.34524255553482,1.12331634651085,129.072787603132,76.8848060931472,274.726907860152,2.4274018424412,162.406698005147,33.820579253291,43.9213018476676,97.7632507476305,1.23211462284211,233.401326027213,21.4150188470366,67119466,Makkajo'xori
40-60,Qumoq,27.8237582199517,1.41112948747078,6.9886823373003,1.41182230913746,122.867110108266,55.6004686064216,185.591744981872,1.92686479668396,157.765241436909,23.431139102396,50.096843466066,127.941927111289,1.31320997633113,237.382706428736,11.5808426237766,21478277,Makkajo'xori
0-20,Qumoq,26.9035102607355,1.26808903489273,6.41101632544074,0.863597083693053,187.249654189343,98.837926508593,253.377568668848,3.63191557623959,174.152981030832,30.9053017677065,27.1161638858151,149.964006943481,1.39520872383673,150.769334511652,14.5457129997898,30567697,Kartoshka
0-20,Gill,23.6614843806465,1.43381605977684,7.58034128684818,1.87621881794325,109.892105558019,57.419124875641,217.447334005922,2.37651166505027,130.70895869955,13.6722669655312,24.5083802486006,33.6622622555787,0.521330343480032,123.16621736797,4.11623871576645,12835025,Makkajo'xori
40-60,Loy,27.2331131169749,1.43995294600434,8.08273259978683,2.04785979838401,18.1496609007921,12.1960872327474,114.738747575822,0.651029509168116,182.414519085249,13.607595937293,40.5703320186385,135.530084398068,0.68985705431295,148.156253124783,16.5170710387439,817174,Bug'doy
0-20,Loy,28.899881201901,1.18988158613712,5.98890163264444,1.51399679081609,160.997175035274,78.6805472073539,266.74357479311,2.37330253912775,127.044509086017,25.7352843412436,44.7162410420293,114.865946038954,0.819678090425836,256.116357848262,19.327354771169,495810420,Makkajo'xori
0-20,Loy,16.8513915762982,1.34579643007444,7.02418127460915,1.53417642055181,111.958512379405,31.8782761160364,136.017768961424,0.689142505872627,54.4686711882219,10.2694949432325,2.50736577283132,10.7119046810713,0.343019866558188,10.3068889039635,1.18694745733421,40922,Sabzi
0-20,Loy,24.9565154101683,1.10391870855196,6.57168260037078,1.65044014865134,73.3220783265597,46.8306570082544,138.564701008955,1.52529721913504,143.888463528542,16.8604192543995,39.6905059805025,80.8995398299968,0.930017835962261,153.84280419583,18.0684839645112,18805911,Loviya
0-20,Qumoq,25.1273063642169,1.16128347025371,6.20082678310899,1.46577415813138,174.721914604044,29.6904210829182,141.959424067619,1.06595792375746,96.3137235512243,29.2000323430341,3.329952868171,12.1180330848543,0.879798578363347,20.7615786396681,1.8946581935407,1330294,Sabzi
20-40,Qumoq,26.0919949957552,1.32639513978318,7.59073898891211,2.16278137564563,18.4334670771531,17.7685457812797,121.234456157816,1.23609316526729,186.547012615311,10.1365203495407,32.7456443186419,100.428222718588,1.66002606771416,160.816411928375,20.5232075428016,2926009,Bug'doy
0-20,Loy,29.516998199464,1.26967511959651,7.73765882502284,1.07113282509639,28.234467461014,10.4582772427011,151.291843680247,1.16538977664535,242.550791331847,15.3432546126333,51.6068439679714,228.479800211558,1.19784031230939,175.602933569339,11.0664367220934,60379237,Bug'doy
0-20,Qumoq,21.3169642440277,1.36596486418592,6.48461631297595,1.99520168749517,97.5426354750527,53.9513829596417,125.292341643107,1.06409197577181,94.7108118118986,7.33809180709871,14.2865204689202,85.1131911411368,0.428553491579171,56.6364301204459,4.11249492179262,93487,Qalampir
20-40,Gill,27.8426018228431,1.22667993389892,6.41932234351984,1.6015276937169,101.592996014052,80.889948153965,169.419046024175,1.46527303426712,116.010359983872,23.0440981785987,34.6325566481328,124.667268233988,0.617158124601923,66.6238133505478,10.2687662652679,73623671,Qalampir
0-20,Loy,29.2677927353265,1.23708467521647,7.20609710262032,1.68596200507818,21.6887686968,16.4929260380801,198.137374436147,1.34469545922102,276.168775629035,18.7231223562052,63.028056862596,195.475988364515,0.893739030401638,222.734487765181,10.0519500385546,80671609,Bug'doy
20-40,Qumoq,26.7095293335951,1.39606656490173,6.17661681217637,1.03738809874209,122.717495940029,45.4322052263125,190.844506074734,2.79236268569301,130.849567914185,33.1940326091057,25.8953814805831,151.633794688429,1.29705484072199,80.993650110199,10.7591884733567,15042595,Kartoshka
0-20,Gill,21.7304418908709,1.52558413527957,6.7499321648127,1.45914000845505,117.825076272471,43.3354504285022,162.18846632923,0.808095303993285,138.368149726316,19.2874936747465,25.5678082225018,86.7912787024516,0.3366433811404,53.4017565369642,6.42793718513684,12969,Qalampir
0-20,Yengil qum,17.250490684095,1.46845789959073,6.97831566100076,1.98569027632469,117.499472747847,22.8841279331479,71.2756924937096,0.396995142532626,62.9269943801262,8.94060065873967,3.33744354381314,13.5340869140491,0.309904927735153,10.9732138838697,0.636804801985254,122655,Sabzi
0-20,Qumoq,20.6106987691192,1.50792221951001,6.23394746910976,1.12944563503901,117.893504514139,59.5665497245908,143.339833944969,2.3795098601479,121.060073986035,16.6265243401082,34.2099263115629,102.991649725171,0.798169493383052,128.225271947262,5.93993285593072,24115,Kartoshka
20-40,Gill,22.7741148669075,1.27275551738855,6.26468672765279,1.19461029437901,146.016428439119,36.734753909012,146.110679590959,1.21798232948411,86.6409289278122,20.0387565584997,3.19455953535771,15.9487765519912,0.50083368538963,19.2015762044651,1.87095021283114,2850960,Sabzi
0-20,Loy,23.0819471782479,1.31179240731642,6.88782386925046,1.39863628768753,80.8043906762861,68.3827708953709,185.0057920636,1.15339088122503,91.6257661494518,10.1380491500071,24.7571879715383,61.3480259181763,0.370930323647079,24.7395904009937,3.78505833282452,237240,Qalampir
0-20,Qumoq,30.5037185107911,1.20385690293564,7.76400363662452,1.74040298475885,21.9197488660761,19.9208241296291,179.211301135944,1.49670032391346,200.9832902186,19.4500823361125,61.873889076988,231.189746547588,1.83969098291381,162.951962945361,20.5042310549458,36221149,Bug'doy
20-40,Qumoq,20.8127385026478,1.29016963641891,6.16021091140732,1.6970577844552,176.340234607343,24.7678894697806,122.267607851181,0.946527629624515,70.4896470565996,12.4341172516918,4.11008299032446,16.2696855282449,0.824595620827876,17.1951899937833,2.34215510678653,649295,Sabzi
40-60,Qumoq,21.1313671206476,1.49544459185529,8.40764326729697,3.61638931979664,16.5081893350019,15.3638477853053,117.491159122055,1.0817055515718,113.514105356344,10.1421988906382,25.8696441419505,47.4130157346581,0.594643933162209,106.400449677768,8.84442519774633,3583260,Paxta
20-40,Loy,25.2890095892005,1.40856113673178,7.99011958747262,2.92082883674376,20.6822303053855,21.0422759868141,121.16027686437,1.20150840092025,147.463956946635,16.6272800200549,23.0676089944306,79.4819294989532,0.74848213466066,99.0471277150713,11.5497757401152,17420554,Paxta
0-20,Loy,24.0245688642595,1.24698775815502,6.15614438575993,1.07239092767878,87.3319761207028,51.2871544368776,174.54319972933,1.98955913526459,163.732176909521,15.7839588210711,33.5873157152428,136.927260336782,0.785737798727869,171.563849136237,14.8253973804401,30559648,Loviya
20-40,Qum,24.1133674390219,1.37959882317513,6.52491524223603,1.02222746437011,166.73682032845,43.9415767828683,192.676275742052,3.47246383450925,125.801070773197,23.5716432904828,26.0743477502929,122.78894284266,1.01626785779813,166.222160145425,15.0234181663279,4757813,Kartoshka
0-20,Qumoq,19.4147108928982,1.46503886404317,7.07913424706772,1.56852592563689,110.329072041911,18.2811910083756,137.5129749953,,37.51381385244,18.5314765358741,1.89498622441755,8.73569966710662,0.518978580810977,12.2689504334112,1.98223533385791,167432,Sabzi
0-20,Loy,27.4672030635384,1.26412459876108,6.69086070691824,1.32672663522947,148.020240024827,88.0658042087197,187.901584281577,1.25449934951495,147.480172174784,17.8109506565672,37.4800936342577,115.025944130154,0.60246632929587,132.773627591251,12.9561395905168,21900212,Qalampir
0-20,Loy,18.7677422155555,1.34457360321935,6.97951131066552,1.32240907036546,109.408893554673,46.4480680046379,131.411079840064,0.960426489908051,126.638122034731,13.9044526534475,10.3915569529442,24.4083780488976,0.647076126029675,89.2375172255085,2.48037335931829,32627,Qalampir
0-20,Qumoq,25.6656668903026,1.23688393263471,6.51974351348955,2.77852061523675,29.3852722318657,22.4493193613563,118.449103995241,1.23644077833679,141.159678603353,14.178246528288,38.6133103401316,120.590317039587,0.726804154197768,161.854737165091,16.9587754248993,23500619,Paxta
20-40,Loy,23.459049801128,1.21253937669121,6.76223086809965,1.33086219189173,77.3038316251506,42.9977699495956,148.862934476032,,106.243019595045,12.7346451437414,31.2986167343433,120.385371003153,0.674153785584413,151.989700662865,7.71463158675518,38364325,Loviya
0-20,Loy,30.5236512401014,1.22756689164006,7.18369843086589,1.71396337667591,20.4207557423733,16.7462880387798,187.995408694865,1.26745791827126,183.544693154711,18.2362093198066,65.1252511492676,297.171459138981,1.63410051491159,199.136790679103,13.582049181814,30205248,Bug'doy
0-20,Loy,29.909459244302,1.23011417478247,7.54355476804679,,23.6249022142606,13.9300177823472,176.665649017673,1.32515387891074,220.406449722782,14.4078268400262,55.9823143505967,167.152589322005,1.63933731861479,171.319029507515,12.7845543891382,29090536,Bug'doy
40-60,Qumoq,18.5281859836742,1.23846813117292,6.34852949499453,1.72842470654488,132.276480655789,29.9683463777383,95.1957160870389,0.573061679176034,52.8638285792407,19.9415843229658,2.56242212120849,12.8912820548867,0.586395778697808,12.0400381360986,1.97899975852408,264503,Sabzi
40-60,Qumoq,23.9096832966088,1.24744434936025,6.39184022893072,1.69621144725869,129.0118118476,17.644783105607,105.594828064685,0.7477495776119,57.4215541788942,23.1475059136165,1.97714906372878,12.5105052022707,0.665195607242759,18.1053503822691,1.90897948403032,50760,Sabzi
0-20,Gill,18.7683700672029,1.38856493460025,6.82404824707597,1.6382431305678,60.2819983483411,49.7095665017852,66.4827404090355,0.631042989083571,133.13604258246,12.0326971094234,13.7352165105197,54.2876724384484,0.402576514479202,92.8160276640696,8.69402107702944,137551,Loviya
40-60,Loy,24.1720511812094,1.49708381560074,7.11850033271734,1.82365339807103,144.777838952853,49.1854549981358,235.075051909509,2.30217101761118,128.434949115053,17.0791849472756,58.2997156432648,91.7625920410977,1.51820518141632,219.319282043057,12.844895884695,6388437,Makkajo'xori
0-20,Gill,21.5695233579656,1.49246580501237,6.86748085343565,1.54213190055425,100.604881898528,31.6428994561898,131.866829167439,0.852175672831194,48.7430389778851,16.5284442184541,2.53823184997641,13.4036072386455,0.491003167986463,15.4834448487041,1.03078643548296,19135,Sabzi
0-20,Qumoq,22.4321365627763,1.63433254811239,7.64954344863531,2.55412007377977,15.1707306567235,15.9254101324134,85.979894317254,1.15588954260875,91.3064951615716,7.48714307391529,13.7452659258936,64.9256048780214,0.355405300691045,60.0744501081511,11.5976551506394,712333,Paxta
40-60,Qum,23.914015283145,1.42509772063553,8.00359254211456,3.35789844709219,18.0409240187371,13.8195810356871,120.447302914121,0.6579521859586,152.244695101987,14.063358070735,35.3694586994644,91.5424714563976,0.421077091062364,121.82569152331,10.4218792353778,340389,Paxta
0-20,Qumoq,16.2159391542383,1.34050297082647,7.06617252296134,1.79270756261892,101.514219381745,13.6602663975188,118.366652686612,0.616012855853214,37.9519134619681,8.17070748614074,3.38763967849382,8.99720479569301,0.30192894460645,10.1595415161411,1.20281908344843,101767,Sabzi
40-60,Loy,29.5705350823829,1.39880053118549,6.63863387929626,1.50095852356985,104.510398210253,57.397075879782,200.369162293111,2.2045024577952,145.282543496643,17.700815654243,58.0949537365971,109.867931083825,0.590821114218175,135.403439979994,10.008445515901,7712762,Makkajo'xori
0-20,Loy,30.941477879974,1.27484847728631,7.02755556645096,1.96088250853003,28.1322179612254,16.2283136552895,139.833492698436,1.32191744311505,290.562528267019,18.0310134020311,72.520525327349,154.516957565159,1.09599447633622,208.586920723719,18.0289617972383,18975419,Bug'doy
40-60,Loy,23.6270702951906,1.47429294587588,6.90919853229408,1.22906746824548,67.3909090311804,35.5225645511592,117.441227601209,1.33573982507455,114.55418957354,14.1843913762337,33.1981127005954,85.0500912849496,0.517956003466952,88.4056776561077,7.15204178159235,2187653,Loviya
20-40,Qumoq,22.456190871461,1.20290284043077,6.77127156992084,1.19329039219807,117.479736933802,84.7587352772796,167.981633326314,1.53030095315069,125.902085351276,25.1521775973366,26.7070891140413,52.4126179749868,0.655440055202809,66.8615474693652,7.19435128086872,2363030,Qalampir
0-20,Qumoq,19.6522639523147,1.49573075623595,6.13427979698037,1.68522364980749,129.780679785924,27.4751651192246,205.421029091547,1.15777618216693,116.892532611321,14.2286478387464,24.8269282941943,27.5381878717146,0.350796186083756,69.1569894952338,4.91311103969334,223998,Kartoshka
0-20,Loy,22.568296710582,1.41117188107838,7.95513989880545,1.67812106439126,5.46851098101624,8.86292562097957,117.204991821708,0.77970739055078,194.412051943197,8.58433714633358,42.5460738211925,119.173242382591,0.755028975016167,116.073803223206,12.8096544687702,66557,Bug'doy
0-20,Yengil qum,25.090685453534,1.19846223531707,6.24994102630512,1.59216039522083,68.2692877977819,58.2516105478003,160.06917821274,1.9491061091027,133.008998577943,17.8653760851793,47.6103763378054,104.078910655632,0.73676485624092,197.569626647999,11.4561361888601,99720795,Loviya
20-40,Loy,29.1552392805951,1.38991708484968,7.19423540799657,3.63933289742636,18.237308339294,15.5619908656672,111.078562827295,1.11701938321253,175.900809937422,15.8817447089476,40.0708263252061,80.6957380489196,0.645836282565724,89.9863748293736,12.502551065248,3113645,Paxta
0-20,Loy,31.0167153394225,1.21485423511261,6.28194301184908,1.08229707578016,143.865895110459,98.2914919185246,256.299316836925,2.34519437026242,177.031779152993,33.5209672130643,54.2718463495292,181.643702764718,1.13982396983412,293.948365092985,17.7855478747925,81481405,Makkajo'xori
40-60,Loy,24.0275073801395,1.31176122403255,6.59141121030969,1.9283969541625,98.3293212846516,48.3550757268568,174.129103970961,0.986514928147867,82.3670059246782,12.9842882943683,16.7242507509316,65.9429265780413,0.713088430583018,62.0377362287584,7.75465410372724,234283,Qalampir
0-20,Loy,20.7646804390121,1.34744710847411,6.84458286844329,1.61507060515188,82.1273897928705,57.013219585323,185.21735553691,0.793649611915592,85.2680326864376,6.35737048898974,31.8578380779434,89.1369523775808,0.64221160032488,65.2171681133085,7.82974838170589,11363,Qalampir
40-60,Yengil qum,25.741812128869,1.38761051439634,6.08648695861138,1.52490880967474,84.3462568741894,38.3378504094509,122.028701840244,2.14497175641197,97.1496480203104,23.411380814691,23.6089139771563,72.5128152348381,0.476237781388599,116.824902411294,13.0615226201101,362487,Kartoshka
